,structure_id,model,loop_len,rmsd
3429,8Q3S,rosetta,4.0,0.926
3430,8Q3S,alpha,4.0,0.382
3431,8Q3S,rosetta,4.0,0.706
3432,8Q3S,alpha,5.0,0.305
3433,8Q3S,rosetta,5.0,0.959
3434,8Q3S,alpha,5.0,0.313
3435,8Q3S,rosetta,5.0,0.491
3436,8Q3S,alpha,2.0,0.517
3437,8Q3S,rosetta,2.0,1.164
3438,8Q3S,alpha,5.0,0.342
3439,8Q3S,rosetta,5.0,0.909
3440,8Q3S,alpha,5.0,0.521
3441,8Q3S,rosetta,5.0,0.892
3442,8QVG,alpha,3.0,1.003
3443,8QVG,rosetta,3.0,1.206
3444,8QVG,alpha,2.0,0.841
3445,8QVG,rosetta,2.0,1.06
3446,8QVG,alpha,3.0,0.944
3447,8QVG,rosetta,3.0,0.984
3448,8QVG,alpha,2.0,1.142
3449,8QVG,rosetta,2.0,1.233
3450,8QVG,alpha,2.0,1.25
3451,8QVG,rosetta,2.0,1.533
3452,8QVG,alpha,2.0,0.757
3453,8QVG,rosetta,2.0,1.687
3454,8QVG,alpha,2.0,0.76
3455,8QVG,rosetta,2.0,1.561
3456,8QVG,alpha,1.0,0.767
3457,8QVG,rosetta,1.0,1.471
3458,8QVG,alpha,5.0,0.825
3459,8QVG,rosetta,5.0,1.071
3460,8QVG,alpha,10.0,1.284
3461,8QVG,rosetta,10.0,1.525
3462,8QVG,alpha,1.0,1.175
3463,8QVG,rosetta,1.0,1.283
3464,8QVG,alpha,1.0,1.137
3465,8QVG,rosetta,1.0,1.071
3466,8QVG,alpha,3.0,1.116
3467,8QVG,rosetta,3.0,1.158
3468,8QVG,alpha,9.0,0.71
3469,8QVG,rosetta,9.0,1.37
3470,8QVG,alpha,4.0,1.056
3471,8QVG,rosetta,4.0,1.399
3472,8QVG,alpha,6.0,0.814
3473,8QVG,rosetta,6.0,1.221
3474,8QVG,alpha,3.0,0.835
3475,8QVG,rosetta,3.0,1.281
3476,8QVG,alpha,2.0,0.864
3477,8QVG,rosetta,2.0,1.102
3478,8QVG,alpha,3.0,0.634
3479,8QVG,rosetta,3.0,1.041
3480,8QVG,alpha,3.0,1.047
3481,8QVG,rosetta,3.0,1.113
3482,8QVG,alpha,6.0,1.342
3483,8QVG,rosetta,6.0,1.096
3484,8QVG,alpha,3.0,0.379
3485,8QVG,rosetta,3.0,1.066
3486,8QVG,alpha,1.0,0.439
3487,8QVG,rosetta,1.0,0.9
3488,8QVG,alpha,2.0,0.984
3489,8QVG,rosetta,2.0,1.072
3490,8QVG,alpha,4.0,0.748
3491,8QVG,rosetta,4.0,1.388
3492,8QVG,alpha,6.0,0.494
3493,8QVG,rosetta,6.0,0.912
3494,8QVG,alpha,2.0,0.491
3495,8QVG,rosetta,2.0,1.269
3496,8QVG,alpha,3.0,0.782
3497,8QVG,rosetta,3.0,1.338
3498,8QVG,alpha,12.0,0.323
3499,8QVG,rosetta,12.0,0.878
3500,8QVG,alpha,1.0,0.466
3501,8QVG,rosetta,1.0,1.445
3502,8QVG,alpha,4.0,0.746
3503,8QVG,rosetta,4.0,1.401
3504,8QVG,alpha,1.0,0.507
3505,8QVG,rosetta,1.0,1.067
3506,8QVG,alpha,1.0,0.642
3507,8QVG,rosetta,1.0,1.541
3508,8QVG,alpha,5.0,0.853
3509,8QVG,rosetta,5.0,1.477
3510,8QVG,alpha,4.0,0.949
3511,8QVG,rosetta,4.0,1.673
3512,8QVG,alpha,2.0,1.058
3513,8QVG,rosetta,2.0,1.572
3514,8QVG,alpha,1.0,0.75
3515,8QVG,rosetta,1.0,1.52
3516,8QVG,alpha,5.0,0.527
3517,8QVG,rosetta,5.0,1.349
3518,8QVG,alpha,1.0,0.765
3519,8QVG,rosetta,1.0,0.831
3520,8QVG,alpha,3.0,0.753
3521,8QVG,rosetta,3.0,1.178
3522,8QVG,alpha,7.0,0.815
3523,8QVG,rosetta,7.0,1.494
3524,8QVG,alpha,10.0,0.947
3525,8QVG,rosetta,10.0,1.11
3526,8QVG,alpha,4.0,0.724
3527,8QVG,rosetta,4.0,1.418
3528,8QVG,alpha,2.0,0.383
3529,8QVG,rosetta,2.0,0.696
3530,8QVG,alpha,4.0,0.602
3531,8QVG,rosetta,4.0,0.98
3532,8QVG,alpha,8.0,0.879
3533,8QVG,rosetta,8.0,1.58
3534,8QVG,alpha,7.0,0.772
3535,8QVG,rosetta,7.0,1.162
3536,8QVG,alpha,5.0,1.129
3537,8QVG,rosetta,5.0,1.656
3538,8QVG,alpha,6.0,0.715
3539,8QVG,rosetta,6.0,1.096
3540,8QVG,alpha,1.0,0.666
3541,8QVG,rosetta,1.0,1.274
3542,8QVG,alpha,2.0,0.94
3543,8QVG,rosetta,2.0,1.27
3544,8QWI,alpha,3.0,0.765
3545,8QWI,rosetta,3.0,1.15
3546,8QWI,alpha,2.0,0.835
3547,8QWI,rosetta,2.0,1.106
3548,8QWI,alpha,3.0,0.874
3549,8QWI,rosetta,3.0,1.151
3550,8QWI,alpha,2.0,1.015
3551,8QWI,rosetta,2.0,1.271
3552,8QWI,alpha,2.0,1.044
3553,8QWI,rosetta,2.0,1.639
3554,8QWI,alpha,2.0,0.939
3555,8QWI,rosetta,2.0,1.865
3556,8QWI,alpha,2.0,0.392
3557,8QWI,rosetta,2.0,1.571
3558,8QWI,alpha,1.0,0.838
3559,8QWI,rosetta,1.0,1.353
3560,8QWI,alpha,5.0,0.757
3561,8QWI,rosetta,5.0,1.116
3562,8QWI,alpha,10.0,1.002
3563,8QWI,rosetta,10.0,1.597
3564,8QWI,alpha,1.0,0.942
3565,8QWI,rosetta,1.0,1.308
3566,8QWI,alpha,1.0,0.943
3567,8QWI,rosetta,1.0,1.135
3568,8QWI,alpha,3.0,0.858
3569,8QWI,rosetta,3.0,1.076
3570,8QWI,alpha,10.0,0.64
3571,8QWI,rosetta,10.0,1.432
3572,8QWI,alpha,4.0,0.829
3573,8QWI,rosetta,4.0,1.372
3574,8QWI,alpha,6.0,0.827
3575,8QWI,rosetta,6.0,1.228
3576,8QWI,alpha,3.0,0.384
3577,8QWI,rosetta,3.0,1.183
3578,8QWI,alpha,2.0,0.921
3579,8QWI,rosetta,2.0,1.127
3580,8QWI,alpha,2.0,0.6
3581,8QWI,rosetta,2.0,0.964
3582,8QWI,alpha,3.0,1.001
3583,8QWI,rosetta,3.0,1.187
3584,8QWI,alpha,6.0,1.135
3585,8QWI,rosetta,6.0,1.031
3586,8QWI,alpha,3.0,0.335
3587,8QWI,rosetta,3.0,1.106
3588,8QWI,alpha,1.0,0.377
3589,8QWI,rosetta,1.0,0.873
3590,8QWI,alpha,2.0,1.009
3591,8QWI,rosetta,2.0,1.168
3592,8QWI,alpha,4.0,0.66
3593,8QWI,rosetta,4.0,1.524
3594,8QWI,alpha,6.0,0.472
3595,8QWI,rosetta,6.0,0.725
3596,8QWI,alpha,3.0,0.591
3597,8QWI,rosetta,3.0,1.334
3598,8QWI,alpha,3.0,0.698
3599,8QWI,rosetta,3.0,1.445
3600,8QWI,alpha,13.0,0.345
3601,8QWI,rosetta,13.0,0.793
3602,8QWI,alpha,1.0,0.414
3603,8QWI,rosetta,1.0,1.517
3604,8QWI,alpha,4.0,0.636
3605,8QWI,rosetta,4.0,1.429
3606,8QWI,alpha,1.0,0.54
3607,8QWI,rosetta,1.0,1.04
3608,8QWI,alpha,1.0,0.543
3609,8QWI,rosetta,1.0,1.573
3610,8QWI,alpha,1.0,0.633
3611,8QWI,rosetta,1.0,1.384
3612,8QWI,alpha,1.0,1.032
3613,8QWI,rosetta,1.0,1.607
3614,8QWI,alpha,4.0,0.847
3615,8QWI,rosetta,4.0,1.71
3616,8QWI,alpha,1.0,1.142
3617,8QWI,rosetta,1.0,1.818
3618,8QWI,alpha,1.0,0.857
3619,8QWI,rosetta,1.0,1.64
3620,8QWI,alpha,5.0,0.516
3621,8QWI,rosetta,5.0,1.525
3622,8QWI,alpha,1.0,0.757
3623,8QWI,rosetta,1.0,0.986
3624,8QWI,alpha,3.0,0.762
3625,8QWI,rosetta,3.0,1.129
3626,8QWI,alpha,7.0,0.956
3627,8QWI,rosetta,7.0,1.213
3628,8QWI,alpha,10.0,0.866
3629,8QWI,rosetta,10.0,0.998
3630,8QWI,alpha,4.0,0.797
3631,8QWI,rosetta,4.0,1.404
3632,8QWI,alpha,2.0,0.44
3633,8QWI,rosetta,2.0,0.612
3634,8QWI,alpha,4.0,0.428
3635,8QWI,rosetta,4.0,0.873
3636,8QWI,alpha,8.0,0.769
3637,8QWI,rosetta,8.0,1.64
3638,8QWI,alpha,7.0,0.836
3639,8QWI,rosetta,7.0,1.136
3640,8QWI,alpha,2.0,1.116
3641,8QWI,rosetta,2.0,1.687
3642,8QWI,alpha,5.0,1.057
3643,8QWI,rosetta,5.0,1.785
3644,8QWI,alpha,6.0,0.783
3645,8QWI,rosetta,6.0,1.137
3646,8QWI,alpha,1.0,0.72
3647,8QWI,rosetta,1.0,1.308
3648,8QWI,alpha,2.0,0.919
3649,8QWI,rosetta,2.0,1.658
3650,9FD3,alpha,1.0,0.973
3651,9FD3,rosetta,1.0,2.188
3652,9FD3,alpha,3.0,0.688
3653,9FD3,rosetta,3.0,0.726
3654,9FD3,alpha,7.0,0.421
3655,9FD3,rosetta,7.0,0.624
3656,9FD3,alpha,5.0,0.445
3657,9FD3,rosetta,5.0,0.765
3658,9FD3,alpha,4.0,0.411
3659,9FD3,rosetta,4.0,1.138
3660,9FD3,alpha,2.0,0.669
3661,9FD3,rosetta,2.0,0.836
3662,9FD3,alpha,6.0,0.53
3663,9FD3,rosetta,6.0,0.51
3664,9FD3,alpha,5.0,0.579
3665,9FD3,rosetta,5.0,0.981
3666,9FD3,alpha,3.0,0.992
3667,9FD3,rosetta,3.0,1.099
3668,9FD3,alpha,2.0,0.532
3669,9FD3,rosetta,2.0,0.814
3670,9FD3,alpha,2.0,0.476
3671,9FD3,rosetta,2.0,0.919
3672,9FD3,alpha,5.0,0.751
3673,9FD3,rosetta,5.0,1.248
3674,9FD3,alpha,4.0,0.769
3675,9FD3,rosetta,4.0,0.921
3676,9FD3,alpha,7.0,0.476
3677,9FD3,rosetta,7.0,0.787
3678,9FD3,alpha,4.0,0.298
3679,9FD3,rosetta,4.0,1.04
3680,9FD3,alpha,2.0,0.462
3681,9FD3,rosetta,2.0,0.883
3682,9FD3,alpha,3.0,1.413
3683,9FD3,rosetta,3.0,1.754
